reamostragem,media_valor,pct_medio,pct_mediano,mq_valor_causa,pct_por_sub,mq_pct_p,mq_valor_ce,mq_pct_dg,mq_pct_dgu,ridge,bagging_dg,floresta
246,1610.96,946.61,953.75,948.24,949.19,940.59,942.45,949.13,1130.61,946.42,951.59,946.55
247,1569.14,942.45,943.68,942.75,946.44,975.25,962.23,974.27,1094.73,979.94,980.69,1000.23
248,1667.41,971.10,1007.22,971.76,970.08,960.17,957.27,1034.02,1034.23,989.48,1030.28,1043.27
249,1751.90,1024.91,1025.98,1025.27,1058.19,1022.40,1023.17,1070.79,1066.49,1029.12,1075.70,1047.93
250,1750.11,1028.47,1024.56,1039.88,1042.35,1032.15,1047.16,1040.03,1151.06,1077.03,1038.08,1038.77
251,1761.90,1013.40,1071.23,1004.51,1027.70,1002.24,1000.84,1016.95,1044.65,994.18,1017.58,981.59
252,1736.14,1052.24,1054.41,1055.44,1061.91,1067.27,1063.62,1052.82,1748.15,1048.37,1050.36,1113.49
253,1686.83,963.71,970.79,963.89,962.93,967.61,966.71,987.37,1019.06,965.72,984.71,959.24
254,1742.70,1026.39,1028.01,1034.57,1026.33,1016.80,1023.03,1038.74,1050.69,1015.60,1039.84,1015.48
255,1698.60,1020.66,1024.63,1022.32,1027.18,1012.44,1018.87,1077.53,1154.38,1098.42,1081.12,1036.01
256,1657.82,986.13,1041.36,985.02,998.65,1003.32,991.17,1041.98,1081.43,1008.08,1042.24,1058.30
257,1843.83,1004.19,1083.17,1039.70,1021.79,999.00,1041.07,1018.39,1036.78,1001.58,1016.13,1016.33
258,1594.28,943.44,942.82,951.61,953.91,930.22,938.94,956.67,1025.29,951.42,957.54,939.52
259,1664.39,1006.30,1000.36,1006.79,1011.14,1002.85,1003.68,1009.28,1143.32,1025.75,1005.12,1022.65
260,1780.07,1022.54,1020.03,1020.12,1025.51,1019.07,1017.79,1012.66,1068.90,1023.37,1014.03,1035.62
261,1687.48,1015.71,1029.29,1015.23,1014.89,1018.96,1011.95,1120.33,1180.72,1098.28,1132.80,1067.11
262,1686.30,978.29,988.64,975.48,987.97,977.19,973.73,1037.05,1177.22,1051.51,1033.63,985.31
263,1755.33,1013.62,1070.50,1012.26,1014.84,1000.38,998.88,1021.58,1164.53,1021.72,1019.63,990.02
264,1939.35,974.68,996.06,1022.69,974.53,978.98,1049.42,983.60,1099.12,997.19,981.67,1000.88
265,1612.18,908.38,906.05,913.67,913.20,912.66,924.91,900.03,1027.07,941.38,900.13,950.62
266,1633.01,932.56,936.02,932.72,944.89,938.92,935.99,974.37,1096.31,1005.67,974.16,942.34
267,1763.51,957.29,974.38,956.95,973.13,955.59,955.09,979.36,1055.81,959.46,981.58,943.40
268,1674.92,948.55,945.35,951.07,965.01,943.68,946.02,962.30,974.85,942.52,963.01,929.41
269,1670.64,992.01,999.70,1005.86,992.20,982.77,998.06,1000.18,1047.73,994.92,1001.49,998.95
270,1717.85,981.88,1043.61,975.12,995.42,983.37,974.87,1002.83,1102.91,1035.23,1001.08,958.65
271,1701.17,1015.29,1065.41,1020.48,1012.86,1018.98,1022.23,1026.40,1239.42,1103.94,1031.15,984.44
272,1583.59,997.75,1013.55,1001.22,1036.09,994.38,999.06,1024.71,1091.88,997.66,1021.19,995.66
273,1738.81,956.97,965.98,955.26,958.03,952.19,951.99,994.39,1094.99,1001.28,992.01,976.65
274,1595.52,1037.32,1071.50,1078.22,1040.00,1025.12,1061.48,1013.02,1044.03,999.94,1016.75,1011.56
275,1686.40,1005.19,1004.73,1006.51,1028.30,988.62,990.50,1030.81,1074.87,1001.16,1031.88,1010.30
276,1744.62,959.08,970.23,959.12,976.78,975.47,962.69,999.30,1128.02,1023.25,999.71,1001.22
277,1601.71,966.72,970.76,975.72,965.22,1025.91,1043.56,1049.93,1240.72,1112.98,1043.51,1024.47
278,1783.06,1011.55,1022.87,1009.05,1013.63,1031.14,1034.29,1039.04,1175.64,1093.66,1040.14,1006.74
279,1823.60,940.71,957.21,951.88,940.49,940.17,949.21,952.96,1032.11,958.38,949.03,941.72
280,1757.15,983.39,991.24,988.06,986.15,978.98,981.69,978.83,1051.63,977.20,978.61,1016.79
281,1713.51,968.53,964.42,969.16,980.59,965.43,963.14,1023.63,1075.93,1006.37,1022.84,1015.06
282,1580.49,947.62,960.41,945.90,946.75,935.28,937.26,931.60,1047.67,949.21,932.61,959.33
283,1655.04,890.24,901.95,893.04,889.59,886.41,889.25,894.02,959.86,885.89,893.55,919.67
284,1843.44,1020.13,1025.49,1019.24,1037.27,1011.55,1012.28,1076.30,1139.92,1079.75,1079.07,1075.28
285,1549.86,904.38,897.08,921.19,913.78,902.41,920.60,935.81,1001.47,941.91,941.23,943.27
286,1763.84,985.09,1012.75,983.58,998.57,991.91,999.65,1054.19,1103.30,1027.11,1054.22,997.75
287,1540.94,946.30,947.41,949.61,955.74,973.96,972.77,997.82,1090.54,979.18,997.01,970.23
288,1707.83,958.42,968.84,960.35,961.75,946.60,952.54,974.10,1088.84,985.88,975.87,971.65
289,1774.93,1009.61,1009.45,1013.89,1009.24,1003.72,1009.02,1032.33,1084.03,1024.89,1034.29,1057.63
290,1830.81,983.86,983.83,984.77,982.21,983.44,987.75,985.68,1015.15,967.59,981.44,981.13
291,1756.28,984.75,983.04,987.92,987.06,970.94,973.74,1007.89,1024.99,970.58,1005.86,950.24
292,1678.70,949.03,963.90,953.13,967.83,963.35,970.54,980.54,1139.41,1023.85,980.49,964.89
293,1674.49,1057.75,1055.16,1056.97,1057.91,1052.17,1055.45,1116.90,1217.35,1109.75,1117.69,1102.92
294,1676.46,902.94,905.10,904.73,908.05,887.22,891.07,922.78,973.99,901.00,925.43,915.18
295,1830.76,1053.49,1064.76,1068.09,1053.92,1043.80,1061.69,1113.13,1211.30,1107.46,1109.39,1097.94
296,1696.92,993.47,1045.03,979.95,1005.20,993.33,982.14,1018.83,1081.91,1023.27,1017.84,1001.18
297,1661.00,1045.87,1036.93,1070.47,1052.10,1048.03,1074.31,1053.32,1118.03,1053.46,1052.98,1053.70
298,1640.55,970.06,1042.33,966.72,972.79,961.57,961.05,963.15,1042.54,959.89,961.40,972.13
299,1660.41,965.63,984.80,965.15,971.42,972.10,969.10,973.81,999.06,958.19,969.74,962.14
300,1580.37,940.74,946.11,944.02,942.32,969.65,979.50,1018.01,989.83,962.27,1017.42,993.18
301,1727.27,1026.55,1040.16,1032.03,1043.93,1015.39,1019.11,1044.25,1141.45,1048.10,1044.41,1034.04
302,1639.37,1004.53,999.17,1014.81,1010.78,1001.87,1014.11,1013.06,1118.19,1025.86,1014.29,1017.96
303,1689.54,954.88,968.53,952.61,954.06,960.86,958.19,971.86,1043.47,988.65,973.64,990.31
304,1649.69,1050.63,1043.90,1059.03,1050.41,1045.72,1051.37,1064.29,1080.36,1043.56,1068.67,1071.03
305,1702.15,988.73,972.53,985.14,990.68,985.72,979.91,980.46,1031.44,975.40,983.33,970.32
306,1655.26,1051.10,1063.43,1056.64,1052.07,1042.91,1052.72,1058.99,1123.26,1065.99,1059.28,1085.56
307,1884.02,1032.61,1031.22,1049.59,1050.71,1029.43,1047.85,1047.91,1081.26,1032.44,1048.21,1043.39
308,1709.70,995.36,1037.64,999.07,996.40,993.75,1008.58,1017.31,1129.33,1006.86,1020.89,996.16
309,1621.69,1055.24,1061.41,1056.45,1072.22,1048.93,1049.78,1094.59,1155.02,1075.95,1094.16,1072.97
310,1836.05,961.83,973.60,961.28,965.57,947.96,943.67,966.32,1010.89,963.07,963.52,1017.53
311,1740.56,985.09,986.21,1006.46,987.33,981.93,1007.03,989.34,1096.15,991.23,986.53,956.48
312,1844.60,969.95,969.34,969.73,985.55,979.34,978.78,1007.98,1129.79,1015.58,1007.57,983.16
313,1641.47,1030.76,1030.96,1057.68,1034.77,1045.87,1059.47,1084.26,1193.11,1095.24,1084.29,1062.03
314,1759.57,943.70,958.52,942.36,966.98,937.90,931.49,979.64,1050.72,978.64,980.75,978.98
315,1846.48,972.20,983.27,981.16,972.41,992.33,1008.36,1010.37,1088.56,1011.52,1015.67,996.14
316,1611.29,969.35,961.66,973.69,974.44,956.89,963.78,991.28,1153.31,1111.24,990.37,1010.93
317,1729.59,1040.62,1071.03,1038.45,1051.45,1039.45,1030.88,1083.01,1074.80,1045.16,1078.55,1057.96
318,1700.58,897.99,898.31,898.37,900.70,890.65,893.29,929.45,990.42,918.22,930.30,874.10
319,1624.44,955.59,1016.30,954.27,957.13,950.89,951.18,964.23,1107.01,1014.27,964.33,950.58
320,1676.92,985.80,985.55,985.65,986.21,990.09,984.69,989.30,1035.11,973.22,988.08,1004.84
321,1555.67,908.51,953.34,918.40,911.82,911.86,914.29,976.10,1045.34,965.09,975.69,911.56
322,1741.37,1017.43,1071.52,1013.78,1022.78,1004.11,1007.51,1020.97,1137.43,1032.22,1022.16,1080.84
323,1626.62,964.08,964.01,964.74,965.24,958.81,952.04,962.07,1047.58,966.32,959.75,964.83
324,1715.66,968.84,965.02,968.60,972.04,960.27,961.06,942.25,1061.24,989.64,938.54,1010.08
325,1639.76,957.52,969.20,959.73,956.00,968.10,969.51,969.63,1085.53,996.35,968.42,955.55
326,1749.42,1029.91,1030.75,1030.79,1045.71,1054.99,1061.59,1095.97,1121.21,1066.95,1096.98,1060.67
327,1841.57,1016.49,1018.53,1019.75,1027.22,1005.41,1018.30,1008.93,989.01,992.94,1011.17,1024.44
328,1808.30,1025.63,1023.89,1030.66,1045.66,1039.79,1052.35,1106.02,1194.31,1140.85,1108.28,1066.11
329,1726.81,966.05,965.61,966.35,966.03,962.97,962.64,992.97,1130.78,984.78,992.98,1059.25
330,1542.26,1027.10,1026.69,1036.17,1027.71,1009.78,1022.43,1040.85,1159.46,1085.02,1041.83,1047.78
331,1708.53,895.59,896.77,896.25,901.99,908.38,911.36,925.02,974.89,932.09,926.74,915.35
332,1719.12,1017.40,1017.16,1017.88,1019.14,1023.52,1034.68,1022.03,1044.69,1018.98,1020.61,1012.13
333,1599.37,912.40,918.01,916.16,914.03,911.52,914.46,930.29,1100.34,1006.72,931.43,945.64
334,1688.35,969.58,1036.44,961.81,969.86,963.31,962.62,985.59,1030.95,970.33,987.93,973.06
335,1806.38,1118.40,1115.96,1123.31,1118.94,1112.33,1126.59,1113.48,1141.73,1103.30,1114.51,1124.45
336,1695.13,984.58,990.24,984.57,986.41,978.59,979.81,1031.42,1121.91,1030.02,1033.33,990.30
337,1637.38,981.28,992.56,980.98,984.44,973.74,982.65,1002.23,1099.69,985.40,1001.76,985.47
338,1699.72,1025.19,1024.13,1026.98,1033.45,1025.71,1019.49,1019.37,1099.02,1032.08,1018.04,1001.32
339,1710.91,972.68,987.20,1000.08,979.53,965.86,990.01,1013.23,1108.58,1054.39,1012.40,978.39
340,1691.93,1012.49,1011.49,1016.30,1021.48,1003.04,1004.07,1035.84,1069.21,1011.96,1040.11,1060.68
341,1795.73,1001.59,999.01,1016.69,1006.83,1026.39,1029.87,1042.85,1086.81,1054.11,1044.20,1040.83
342,1659.55,1007.63,1011.50,1014.96,1007.51,1020.88,1027.18,1081.95,1229.80,1086.46,1083.39,1046.49
343,1576.59,952.98,964.60,954.41,958.82,948.06,956.84,946.29,1069.24,941.05,948.24,950.05
344,1653.22,955.41,950.10,963.88,981.34,968.85,977.67,1054.79,1111.56,1059.35,1058.80,1031.92
345,1723.64,957.38,956.52,958.27,957.40,947.40,947.70,956.53,1064.20,947.35,956.11,971.41
346,1768.41,1007.35,1017.66,1005.42,1007.16,1009.70,1004.96,1018.39,1146.89,1031.29,1018.09,1018.23
347,1625.16,994.27,988.11,993.40,994.49,998.70,1000.09,1034.56,1197.02,1107.72,1032.98,1013.65
348,1859.91,989.26,1001.82,1013.57,988.09,985.90,1011.05,975.49,1098.33,1023.46,976.54,994.22
349,1612.90,968.63,968.36,969.26,969.06,961.90,963.43,972.93,1035.87,958.72,981.43,968.72
350,1776.56,1041.51,1051.07,1041.44,1043.79,1031.78,1036.57,1049.15,1030.40,1029.76,1051.80,1013.57
351,1655.48,945.71,964.44,951.22,948.59,937.76,944.79,966.60,1124.00,1006.83,963.08,952.89
352,1681.48,1044.05,1041.40,1042.11,1047.92,1035.71,1043.53,1048.19,1129.11,1057.35,1049.22,1062.84
353,1725.39,962.85,974.72,962.41,962.28,969.44,974.12,973.77,1081.01,977.05,973.97,971.13
354,1541.93,955.17,961.65,955.67,954.98,952.86,955.90,963.45,1086.14,1008.63,965.01,984.24
355,1799.09,1026.13,1099.44,1049.84,1026.29,1048.65,1081.22,1056.02,1170.74,1085.82,1057.48,1046.96
356,1752.03,996.97,1005.62,997.00,1014.01,985.52,988.86,1010.26,1143.45,1023.43,1011.31,973.12
357,1713.86,1036.29,1050.30,1032.07,1050.32,1032.35,1028.43,1067.96,1107.18,1046.50,1068.49,1131.32
358,1684.48,883.65,948.16,877.91,935.71,886.19,874.56,956.08,1133.66,968.35,953.50,963.06
359,1690.24,1009.44,1008.35,1018.56,1021.99,1036.99,1034.19,1086.79,1135.20,1077.60,1085.08,1068.43
360,1683.94,871.35,871.32,871.17,889.41,869.76,866.26,897.25,962.84,892.96,901.22,882.99
361,1620.47,916.48,937.68,921.13,916.93,915.03,920.10,919.11,1015.66,937.48,915.94,918.05
362,1793.91,979.88,1002.29,983.79,981.57,984.81,1000.75,990.04,1027.69,987.23,990.32,975.35
363,1752.82,1014.72,1012.60,1016.09,1028.35,1016.33,1014.60,1076.51,1229.91,1114.85,1075.70,1052.50
364,1589.25,984.88,978.50,985.40,985.15,981.94,984.87,995.44,1066.01,987.63,995.87,996.09
365,1765.49,965.58,960.68,962.82,966.61,973.30,971.43,994.97,1113.84,980.88,989.72,975.74
366,1663.32,1010.94,1014.52,1012.72,1040.44,1006.77,1014.57,1054.63,1149.85,1067.22,1054.52,1044.62
367,1744.07,1041.06,1037.10,1039.68,1049.23,1047.25,1053.42,1065.90,1150.32,1068.24,1066.32,1062.22
368,1714.52,951.17,973.18,946.76,961.56,947.82,949.53,962.13,1032.39,974.14,960.92,976.51
369,1629.44,965.70,959.93,966.88,1004.29,961.95,965.83,991.27,1073.03,990.30,991.62,969.11
370,1686.30,978.32,989.32,979.43,988.72,971.81,964.85,1037.49,1098.37,1031.42,1037.97,1001.41
371,1754.88,904.47,915.24,905.05,903.35,913.27,912.24,942.00,1053.93,953.75,940.02,950.49
372,1784.05,990.54,1004.96,997.56,991.98,1007.17,1028.52,1002.79,1129.09,1030.03,994.66,970.07
373,1805.55,1043.87,1060.21,1043.09,1050.17,1043.59,1041.19,1077.86,1103.67,1065.59,1078.95,1032.48
374,1673.85,959.40,969.50,959.26,965.50,975.31,988.31,1039.49,1122.41,1038.20,1039.98,1005.42
375,1676.81,1032.75,1036.78,1056.66,1031.98,1033.78,1058.97,1043.98,1177.62,1043.51,1046.34,1022.43
376,1798.17,890.09,914.47,893.22,903.45,905.21,910.14,943.87,976.87,913.90,942.09,972.63
377,1689.24,958.25,980.27,961.57,959.59,958.53,960.74,983.99,1158.51,1059.02,981.90,979.20
378,1893.23,991.38,1005.50,990.62,999.30,992.00,1000.74,1046.78,1262.59,1127.08,1039.54,1004.64
379,1569.32,951.02,958.41,952.45,951.20,938.36,937.52,949.20,1020.86,943.57,947.95,946.18
380,1639.36,1029.08,1034.26,1030.39,1035.08,1026.20,1026.88,1042.54,1090.15,1022.15,1041.22,1011.53
381,1673.64,948.56,963.27,948.04,947.71,955.45,956.50,984.25,1105.22,991.13,983.36,962.73
382,1899.24,1106.14,1167.69,1157.01,1106.27,1122.29,1164.57,1132.48,1187.87,1130.00,1129.57,1100.98
383,1698.62,989.95,990.23,990.16,989.68,985.30,984.36,971.12,1042.25,974.67,970.87,985.37
384,1771.98,995.02,1007.00,996.82,1007.55,981.88,989.57,1002.82,1109.24,1021.75,1003.19,1009.20
385,1817.05,1006.76,1006.40,1021.35,1006.28,1009.93,1025.62,1033.79,1069.56,1022.03,1029.16,991.91
386,1770.99,1033.96,1048.99,1033.79,1048.10,1013.68,1019.90,1023.44,1232.27,1057.77,1028.65,1024.81
387,1558.08,994.29,980.11,1070.89,996.75,988.78,1068.37,1014.85,1144.83,1026.48,1016.67,991.15
388,1667.35,975.65,981.63,975.93,979.07,976.18,976.80,984.28,1025.90,979.83,986.52,1013.69
389,1687.28,977.99,988.73,975.34,977.87,976.14,972.31,998.14,1113.95,1021.54,997.75,944.40
390,1691.18,936.09,948.86,953.95,935.04,952.77,980.95,945.66,1037.17,951.16,945.25,957.93
391,1686.38,934.36,955.23,932.97,940.36,929.27,927.15,934.68,1121.52,955.54,933.62,949.01
392,1762.63,982.67,1009.89,980.37,987.22,970.83,969.89,990.26,1126.27,1006.53,990.32,965.33
393,1680.87,1022.65,1015.09,1039.79,1035.50,1065.05,1054.90,1138.57,1215.38,1146.12,1142.37,1141.45
394,1674.86,968.24,968.18,969.21,976.18,968.58,972.49,974.56,1067.82,999.53,977.25,960.52
395,1780.63,1018.90,1018.35,1020.69,1021.07,1044.97,1050.73,1099.39,1162.41,1083.97,1095.69,1076.40
396,1717.02,1022.83,1017.73,1024.09,1021.31,1024.13,1029.33,1070.50,1079.76,1040.41,1068.17,1030.17
397,1683.55,977.72,981.88,987.01,977.60,967.05,984.37,978.50,1004.42,964.37,978.53,989.19
398,1821.47,1043.49,1056.29,1041.68,1042.44,1036.72,1035.36,1044.54,1278.99,1152.03,1046.09,1054.09
399,1684.41,947.22,951.34,953.73,947.37,942.91,950.18,978.76,1117.96,1035.89,976.64,951.87
400,1691.49,955.80,964.65,954.50,952.64,956.55,963.06,968.63,1078.99,980.38,970.87,995.70
401,1739.68,929.88,940.38,931.59,1014.83,931.02,925.18,1002.40,1097.76,997.47,1005.95,951.60
402,1759.56,1074.49,1087.97,1073.85,1089.70,1074.92,1072.42,1105.94,1224.03,1110.18,1105.56,1072.74
403,1771.49,989.71,1002.05,987.73,989.58,1032.05,1046.08,1037.17,1172.28,1095.63,1035.81,1020.94
404,1583.86,970.00,964.87,991.97,969.32,983.92,1017.20,1017.72,1093.36,993.05,1013.54,1004.51
405,1765.12,1007.03,1028.85,1007.23,1005.42,1005.95,1003.87,1023.10,1109.34,1042.41,1022.96,1002.00
406,1681.73,983.87,991.85,985.29,985.34,985.70,987.46,1019.16,1086.09,1030.90,1020.15,1015.21
407,1859.55,990.10,1005.15,1000.05,995.88,978.85,988.39,1048.48,1160.77,1058.12,1048.03,1045.30
408,1728.40,982.05,993.00,982.83,990.48,973.92,973.00,1018.59,1189.40,1076.83,1022.28,1006.88
409,1616.72,944.33,947.17,956.79,946.74,948.43,956.86,1004.18,1088.16,1007.29,1005.17,996.09
410,1708.14,1016.63,1014.50,1016.99,1022.70,1061.29,1067.10,1092.02,1132.07,1054.60,1095.27,1075.50
411,1502.88,850.02,836.89,879.23,854.09,846.70,875.71,834.67,890.40,834.65,836.80,852.23
412,1653.06,946.24,945.27,956.56,946.69,944.33,962.76,958.08,1116.66,1022.18,956.38,970.15
413,1705.20,1016.83,1028.42,1019.29,1017.99,1017.86,1017.14,1016.38,1069.18,1013.90,1019.13,1027.12
414,1687.81,1037.31,1057.33,1033.38,1062.39,1057.25,1040.53,1066.37,1035.18,1041.87,1068.73,999.46
415,1701.69,1004.67,1019.66,1004.30,1002.20,1000.50,1001.72,1018.04,1048.97,1000.39,1016.62,1035.95
416,1705.82,951.10,951.01,953.82,958.22,943.74,944.18,979.99,1116.69,1022.09,975.20,973.24
417,1626.66,994.67,1001.24,999.88,997.40,998.86,1009.15,1022.34,1061.47,1021.62,1024.07,1008.26
418,1663.73,958.04,954.28,958.99,959.71,952.45,950.54,970.75,1075.54,985.22,972.20,925.63
419,1708.24,1039.49,1047.48,1038.13,1055.25,1035.43,1037.32,1091.00,1094.20,1050.27,1087.74,1051.04
420,1713.54,1024.06,1016.11,1041.21,1030.35,1027.30,1040.50,1045.33,1182.35,1054.90,1044.85,1039.73
421,1818.97,1038.66,1048.34,1038.49,1041.56,1023.92,1029.34,1047.52,1091.44,1027.70,1050.46,1022.59
422,1713.70,1041.04,1049.70,1041.41,1052.35,1040.95,1036.45,1046.05,1143.54,1061.32,1047.32,1010.82
423,1567.40,995.18,999.12,1010.33,1007.89,984.05,999.26,1021.07,1115.01,1014.38,1018.54,979.33
424,1748.17,1014.90,1014.86,1022.00,1018.37,1003.51,1015.13,1029.19,1101.84,1032.51,1028.80,995.06
425,1794.70,964.23,974.40,962.85,964.90,960.43,961.58,982.95,1060.73,981.83,989.10,995.35
426,1806.61,1021.99,1033.56,1033.99,1020.07,1018.96,1032.15,1049.73,1095.39,1042.61,1049.45,1004.81
427,1659.51,1025.11,1110.93,1040.34,1031.62,1041.47,1056.99,1090.81,1099.22,1048.79,1088.32,1073.41
428,1923.71,1045.86,1056.01,1071.98,1091.28,1037.14,1074.47,1085.18,1168.00,1093.75,1084.40,1066.41
429,1687.50,989.68,996.38,989.81,990.75,997.21,1000.69,991.00,1078.82,1008.06,993.18,970.84
430,1856.97,1070.12,1087.36,1078.37,1073.47,1071.49,1081.46,1074.00,1160.26,1082.92,1069.56,1049.82
431,1733.22,972.19,985.68,973.46,978.25,965.83,965.35,985.15,1095.83,1029.02,986.54,1000.39
432,1732.55,1045.23,1033.67,1040.42,1054.76,1047.15,1044.95,1092.66,1146.40,1083.27,1093.77,1082.78
433,1682.22,1001.41,1016.72,1014.26,1024.37,991.04,1004.19,1043.12,1154.56,1090.00,1042.57,1035.21
434,1733.52,1039.70,1039.07,1045.97,1045.63,1038.08,1045.24,1086.84,1345.69,1189.03,1085.16,1069.02
435,1572.04,1022.31,1008.54,1047.07,1022.30,1021.20,1041.45,1053.13,1163.08,1063.24,1050.56,1033.44
436,1720.04,995.04,1001.94,993.97,995.91,994.53,993.63,1016.91,1099.09,992.32,1019.42,962.95
437,1732.03,986.80,995.82,987.25,987.94,976.90,976.04,964.42,1085.42,983.88,964.05,945.19
438,1719.03,1045.14,1052.81,1045.20,1050.19,1047.79,1050.17,1127.62,1134.89,1087.78,1121.43,1098.46
439,1622.13,955.01,965.78,954.01,955.06,950.94,950.89,936.34,999.09,934.20,940.81,932.63
440,1642.19,977.43,976.09,992.51,981.71,969.37,984.13,1005.95,1066.05,993.45,1003.89,992.78
441,1606.68,1022.57,1035.19,1028.10,1027.51,1026.82,1024.61,1097.21,1273.33,1192.10,1096.87,1143.85
442,1794.78,953.36,952.63,960.08,977.71,939.72,946.95,1016.74,1036.63,971.68,1019.89,999.48
443,1672.39,941.11,935.04,942.20,950.28,938.79,938.26,939.32,971.45,921.36,936.75,914.53
444,1792.10,1001.36,1047.74,1008.78,1001.79,1042.80,1053.04,1086.81,1141.03,1051.51,1083.28,1109.09
445,1735.39,1026.24,1039.72,1025.02,1026.20,1025.71,1022.23,1075.57,1182.83,1105.32,1077.16,1094.63
446,1722.40,990.53,1061.28,984.80,990.77,979.87,980.08,976.04,1067.57,964.98,974.49,981.17
447,1609.02,980.83,1012.20,1048.42,982.53,972.09,1039.10,1008.29,1109.52,981.88,1004.67,948.21
448,1789.79,958.33,975.06,963.42,964.05,956.44,962.58,973.16,950.90,938.29,971.73,951.30
449,1721.53,1059.17,1076.90,1060.41,1058.93,1060.28,1058.05,1046.36,1119.37,1061.11,1045.59,1031.02
450,1686.04,1023.16,1017.45,1022.79,1025.87,1027.25,1026.16,1045.67,1089.19,1024.98,1045.56,1003.37
451,1699.90,1002.98,1015.20,993.16,1003.61,990.66,982.66,1050.15,1166.60,1032.70,1048.82,985.50
452,1640.49,947.35,972.39,948.85,949.80,970.95,972.57,997.40,1080.60,972.40,997.13,1024.61
453,1608.72,909.86,917.76,911.86,924.65,902.25,903.27,916.84,1039.33,930.55,916.23,908.81
454,1628.33,878.63,890.79,877.63,879.36,897.95,906.14,907.92,995.09,901.91,905.89,945.46
455,1643.12,1027.83,1037.91,1031.11,1030.32,1036.64,1040.77,1045.91,1092.64,1030.90,1045.22,1012.73
456,1689.13,962.72,947.22,973.91,966.08,960.52,974.52,989.66,1050.49,966.72,991.30,993.22
457,1736.26,1016.95,1016.52,1017.55,1016.59,1013.30,1017.62,1023.48,1179.86,1055.03,1022.06,1033.79
458,1796.45,1035.59,1048.87,1033.27,1035.04,1019.43,1026.15,1041.10,1184.35,1049.71,1043.19,1026.21
459,1707.61,958.19,956.88,965.15,959.39,969.00,974.85,981.67,1186.41,1081.12,981.99,978.66
460,1662.15,988.49,994.83,1004.89,992.13,978.65,998.89,1009.15,1215.35,1075.40,1010.26,975.08
461,1729.37,991.52,1000.96,991.92,994.28,976.33,981.58,974.00,1083.92,992.38,973.44,1032.74
462,1605.78,996.15,995.76,1026.03,1012.43,994.15,1018.74,1021.48,1061.30,1001.86,1028.90,991.78
463,1765.14,1022.04,1033.98,1015.50,1028.46,1020.72,1020.90,1061.09,1198.56,1103.50,1057.51,1059.14
464,1629.92,993.87,988.45,1003.06,994.32,1003.70,1016.92,1030.04,1116.43,1035.47,1031.59,1016.71
465,1808.37,995.14,990.28,1004.01,994.80,990.76,998.05,1005.39,1098.82,1031.24,1004.98,982.07
466,1606.94,934.46,935.21,935.68,959.06,920.26,934.73,935.19,946.53,919.28,935.99,974.35
467,1798.53,1035.65,1051.76,1034.58,1053.65,1027.26,1024.10,1058.06,1113.70,1045.00,1058.35,1009.11
468,1577.88,962.89,963.20,971.76,966.64,951.24,955.60,999.57,1189.91,1037.76,994.59,997.49
469,1845.38,994.86,1024.62,1003.68,1010.22,999.34,1009.55,1024.04,1039.79,995.65,1022.91,1045.22
470,1629.93,1005.46,999.16,1028.96,1006.94,1007.63,1032.48,1044.76,1096.11,1052.92,1040.89,1023.29
471,1595.19,964.36,966.43,969.95,965.32,966.74,973.75,1009.93,1157.74,1041.48,1012.12,1006.58
472,1674.55,926.17,924.96,931.06,926.21,925.15,930.78,916.19,947.37,898.71,913.74,887.61
473,1712.87,1016.27,1028.24,1016.57,1033.22,1019.00,1018.57,1064.55,1148.78,1061.34,1065.90,1053.16
474,1653.78,941.75,944.14,954.13,941.98,951.71,961.79,933.30,1030.67,939.49,934.90,948.11
475,1703.54,994.52,1012.87,995.33,999.33,994.43,994.36,1014.16,1130.46,1024.29,1016.56,1024.58
476,1722.08,1005.35,1000.21,1008.60,1010.52,1008.12,1010.25,1000.47,1106.56,1061.70,1002.52,1021.27
477,1672.29,980.40,989.35,984.96,981.14,968.50,975.27,998.19,1105.49,1019.70,998.91,1038.50
478,1881.05,990.35,989.16,1007.07,992.59,986.38,999.51,998.04,1067.15,989.03,997.49,1001.59
479,1678.81,1007.92,1007.16,1013.39,1007.01,1005.21,1009.35,1014.57,1200.32,1051.51,1009.53,1062.29
480,1574.52,1000.00,1002.92,1036.84,1001.04,984.98,1019.79,984.44,1102.77,1006.07,984.05,953.41
481,1607.42,922.99,922.38,933.23,921.45,919.77,932.97,943.19,1081.78,1036.97,942.49,924.82
482,1666.93,998.68,1003.60,1013.17,998.65,1026.98,1030.15,1032.53,1080.83,1013.80,1034.73,1018.49
483,1622.33,890.96,908.95,892.89,891.70,893.14,886.93,883.42,913.60,873.88,879.89,875.68
484,1713.54,1019.12,1028.96,1020.08,1030.82,1019.97,1017.84,1087.55,1240.82,1151.83,1087.23,1056.77
485,1890.52,1060.61,1109.29,1064.19,1064.78,1065.35,1062.30,1081.66,1135.86,1070.94,1080.64,1071.87
486,1718.64,987.66,999.20,993.19,1021.05,990.88,1000.11,1026.61,1139.95,1033.02,1028.04,1000.07
487,1757.79,968.12,952.63,970.18,969.37,970.12,972.77,962.64,1161.76,1041.98,962.00,986.60
488,1750.15,1053.71,1068.39,1056.19,1055.40,1054.23,1054.77,1088.39,1102.79,1053.78,1089.20,1092.36
489,1771.01,1083.58,1083.86,1092.41,1084.36,1095.92,1098.66,1107.27,1262.81,1160.07,1109.59,1129.57
