reamostragem,media_valor,pct_medio,pct_mediano,mq_valor_causa,pct_por_sub,mq_pct_p,mq_valor_ce,mq_pct_dg,mq_pct_dgu,ridge,bagging_dg,floresta
917,1656.61,947.55,962.42,946.42,953.35,923.71,922.59,949.94,1037.63,944.66,953.20,1001.31
918,1576.58,886.59,880.16,902.76,893.40,882.55,898.22,880.45,1028.49,925.64,881.56,902.06
919,1819.24,1011.18,1019.82,1008.34,1015.57,1010.18,1005.30,1014.38,1214.98,1084.77,1012.87,1051.35
920,1584.57,949.53,951.35,963.14,949.36,953.08,975.51,979.18,1117.14,1028.90,979.88,986.25
921,1471.99,995.01,987.91,1010.58,994.78,991.51,1012.93,1017.62,1222.77,1048.85,1017.69,1021.96
922,1837.76,1007.12,1032.24,1018.78,1009.51,1002.41,1013.54,1036.05,1114.24,1016.42,1039.10,1032.20
923,1616.24,896.25,922.53,897.44,899.37,890.06,891.94,914.21,1103.23,978.10,913.95,949.65
924,1697.86,911.60,911.51,911.96,920.19,894.23,895.58,917.60,1029.00,904.93,919.65,880.80
925,1738.76,978.54,995.57,986.24,971.44,967.67,975.13,991.65,1150.56,1030.74,994.45,950.61
926,1647.34,989.80,1001.33,989.42,990.50,993.49,979.51,997.15,1097.31,989.91,997.36,967.98
927,1685.48,941.79,943.42,942.79,944.40,935.89,937.29,968.16,1138.82,1017.99,966.72,943.49
928,1662.30,920.50,930.65,921.42,923.33,944.78,931.08,929.29,996.35,951.71,930.06,943.76
929,1635.67,981.35,981.18,984.61,982.27,977.77,982.18,985.87,1067.35,972.65,987.45,1015.33
930,1660.60,1041.73,1039.92,1043.49,1043.72,1049.15,1039.20,1159.87,1199.31,1112.13,1161.51,1063.44
931,1764.10,912.57,927.69,914.37,912.72,911.42,910.26,922.81,1021.81,931.05,922.25,915.08
932,1789.82,985.49,1039.68,984.23,985.92,981.30,979.80,987.72,1020.57,982.27,991.96,1002.15
933,1708.15,1039.38,1039.47,1048.12,1057.35,1039.47,1044.52,1095.10,1099.70,1061.95,1093.01,1047.42
934,1613.57,940.55,941.38,939.76,940.10,956.90,957.17,983.04,1139.77,977.77,985.26,968.56
935,1782.52,1025.56,1055.30,1025.89,1036.63,1028.89,1025.81,1098.13,1171.19,1113.55,1098.83,1062.94
936,1795.49,1036.64,1054.09,1033.62,1039.20,1084.08,1103.45,1101.02,1214.77,1094.44,1101.36,1091.67
937,1796.85,902.33,903.04,918.39,902.36,904.09,922.47,943.81,1008.90,946.81,940.83,919.92
938,1706.44,1004.39,1002.18,1004.98,1008.59,1002.21,1004.48,1072.86,1171.69,1085.90,1074.88,1029.76
939,1674.12,997.38,1009.31,997.56,994.54,986.74,987.76,1008.49,1207.99,1118.21,1007.40,1018.70
940,1609.87,965.61,1029.66,967.43,966.23,959.47,960.01,954.17,1045.14,973.92,955.16,945.82
941,1613.16,955.12,956.14,955.03,969.58,983.73,979.65,997.99,1038.99,994.73,1001.28,1006.90
942,1672.22,1022.41,1032.22,1022.42,1020.57,1025.89,1024.83,1051.45,1154.54,1039.85,1051.39,1023.95
943,1842.27,1031.52,1057.00,1055.31,1031.45,1023.23,1052.62,1074.84,1182.69,1086.74,1079.35,1063.12
944,1747.02,1019.99,1074.07,1022.62,1026.10,1011.34,1014.76,1023.64,1131.49,1037.56,1024.87,1049.80
945,1615.20,987.82,976.03,983.36,984.05,983.87,978.04,979.77,1059.26,981.98,980.72,980.72
946,1783.81,1018.48,1024.93,1021.20,1022.36,1014.92,1020.26,1024.31,1059.74,1014.27,1026.12,998.74
947,1667.18,964.69,970.88,975.49,965.38,959.76,964.26,980.04,1043.61,1000.00,978.88,1015.07
948,1717.49,984.74,990.42,985.49,1008.17,978.29,974.38,1047.31,1327.08,1166.07,1046.46,1046.60
949,1559.45,999.98,1009.95,1022.20,1003.02,1012.18,1034.41,1086.72,1205.89,1111.04,1087.52,1026.33
950,1722.87,1007.46,1056.19,1003.18,1015.51,1016.43,1007.11,1039.05,1115.34,1022.81,1044.46,1025.66
951,1763.96,994.03,1007.09,992.29,1012.34,991.68,986.18,1031.63,1093.51,1045.22,1033.55,1033.49
952,1755.41,1022.68,1038.35,1030.30,1033.22,1022.12,1023.67,1037.55,1199.77,1127.97,1041.35,1034.21
953,1589.26,976.96,975.34,977.11,976.36,975.81,981.14,968.83,1039.78,976.45,969.35,995.20
954,1536.23,978.66,981.57,983.14,979.79,990.22,988.07,1043.11,1141.30,1059.29,1040.63,1030.55
955,1608.23,930.50,936.60,945.65,955.89,948.96,964.16,952.19,1042.94,950.85,950.05,936.57
956,1629.35,1004.80,1038.81,1004.46,1010.34,998.14,997.60,994.68,1122.17,1050.24,995.23,988.10
957,1763.35,1002.69,1055.87,1001.21,1018.53,991.93,995.90,1013.46,1018.02,988.21,1015.11,1012.84
958,1754.04,993.98,1054.72,994.56,1018.24,992.94,986.75,999.99,1191.66,1017.12,999.62,1058.62
959,1662.53,979.24,987.96,979.05,980.94,966.95,968.65,967.27,1084.27,995.07,968.03,990.71
960,1678.75,971.60,993.35,973.74,972.09,984.10,994.85,975.32,1067.01,986.56,974.50,986.30
961,1640.95,1004.45,996.77,1008.30,1004.44,999.03,1002.98,1010.53,1107.57,1043.91,1010.11,1004.21
962,1755.25,957.10,956.16,954.91,971.15,941.54,941.06,1000.60,1091.94,1007.81,1004.49,949.40
963,1688.50,952.64,938.81,956.92,954.91,966.28,966.94,982.97,1047.29,978.81,983.22,986.79
964,1699.83,986.12,1051.83,990.18,986.44,984.55,987.47,1002.70,1129.98,1048.75,1004.43,982.49
965,1653.28,942.08,956.40,941.07,946.47,939.12,946.24,979.79,1089.09,960.14,977.28,974.91
966,1668.62,970.77,957.96,975.27,972.77,967.22,968.51,987.18,965.98,969.56,985.91,955.67
967,1641.17,950.81,964.60,950.66,961.73,944.43,944.49,938.41,976.31,919.42,937.87,958.72
968,1577.43,1008.90,998.15,1012.28,1019.12,1014.43,1022.58,1097.17,1193.91,1099.55,1096.43,1091.65
969,1651.01,965.60,993.01,968.95,965.69,959.32,963.50,948.67,991.04,951.99,949.55,963.35
970,1756.69,962.40,983.08,974.50,971.32,974.38,1004.74,1047.59,1135.75,1038.03,1041.82,1041.31
971,1701.61,1008.06,1005.65,1008.02,1010.84,1008.26,1004.06,1002.75,1188.08,1061.68,1002.38,1013.33
972,1647.18,918.60,914.38,919.67,918.45,947.67,954.66,963.85,1093.69,1014.44,959.57,905.31
973,1684.22,927.66,919.83,929.92,930.91,931.27,929.57,957.76,1054.74,963.06,954.76,960.23
974,1715.85,989.20,988.62,990.49,989.98,984.84,985.96,987.98,1070.07,984.59,988.60,1024.22
975,1559.34,947.46,942.65,958.32,958.11,952.16,958.79,940.80,994.58,944.52,943.38,932.98
976,1668.83,1017.41,1029.70,1018.59,1020.93,1013.15,1008.51,1024.68,1182.26,1095.00,1026.25,1020.28
977,1852.73,996.40,1028.82,1014.22,998.10,990.28,1007.98,993.06,1106.80,1021.03,990.09,989.65
978,1672.02,917.38,964.82,912.11,962.82,890.31,887.38,978.91,1152.05,1055.54,980.47,994.03
979,1786.74,956.92,969.99,968.24,957.43,966.14,993.69,962.98,1100.27,957.03,958.82,950.90
980,1765.33,1007.44,1086.55,1013.33,1039.67,1002.74,1005.60,1045.31,1091.71,1025.77,1047.51,1016.12
981,1754.60,1007.05,1013.64,1011.00,1012.97,1006.90,1007.33,1031.75,1186.51,1109.31,1035.77,986.59
982,1550.91,982.70,998.20,990.89,983.34,981.14,989.73,1060.08,1345.94,1066.46,1061.54,1016.86
983,1527.68,969.43,967.93,981.59,970.16,971.08,980.71,979.17,1067.66,982.75,975.22,965.39
984,1606.82,947.66,947.89,949.31,948.15,986.59,1001.59,987.43,1112.61,1013.79,986.21,978.01
985,1651.68,999.80,1057.74,994.18,1022.75,990.37,987.40,1004.24,1070.04,988.81,1002.77,988.24
986,1789.16,1033.08,1030.98,1033.68,1035.20,1037.52,1040.85,1048.82,1129.38,1033.11,1046.76,1018.59
987,1725.34,1055.73,1061.62,1059.81,1058.84,1062.89,1067.80,1061.80,1154.72,1092.86,1061.82,1059.15
988,1850.38,967.23,979.91,969.85,969.80,961.46,964.03,975.69,1036.20,977.11,975.13,983.97
989,1677.19,995.32,1016.64,999.56,995.86,1005.79,1002.38,1038.66,1134.56,1036.78,1040.16,1046.12
990,1561.64,1021.07,1015.74,1079.18,1022.33,1031.61,1084.04,1074.64,1131.06,1056.42,1074.16,1071.56
991,1571.41,1004.07,1050.55,1018.49,1018.86,986.00,1001.96,1035.09,1124.94,1029.58,1036.83,997.06
992,1761.11,976.56,975.58,980.24,1030.94,973.18,973.69,1075.20,1168.88,1087.88,1069.95,1011.32
993,1685.95,1003.02,1011.30,998.88,1004.90,996.13,992.25,1018.64,1017.56,995.59,1021.97,1020.76
994,1773.25,1033.01,1040.03,1031.62,1036.30,1039.69,1041.79,1053.51,1096.93,1042.43,1056.85,1049.27
995,1788.44,999.90,1007.46,1014.89,1001.99,1010.72,1016.80,1005.71,1094.13,1000.35,1008.76,1034.00
996,1705.99,950.46,958.00,950.35,954.00,945.01,944.58,978.73,1088.58,962.39,974.93,985.04
997,1638.79,996.03,998.32,1000.44,999.11,996.94,997.75,1006.33,1061.81,1000.12,1004.80,1005.61
998,1701.05,1025.42,1089.34,1017.62,1038.71,1018.80,1011.04,1044.90,1130.57,1054.79,1049.03,1006.97
999,1802.85,1053.31,1055.99,1053.97,1060.73,1052.05,1048.41,1036.80,1181.27,1073.42,1038.01,1059.84
